ResponseId,StartDate,OverallSatisfaction,OpenResponse,QuestionCategory
R_2RQGB1JUJc0Xfgq,9/17/18 9:22,3,Make it easier to find books that are available for use with product2.,1
R_1LG5YAfDkmn48GO,4/6/21 23:12,8,"make it easier to get through the book on the side bar, and make sure it remembers what tabs are closed  ",1
R_2EuDVuOtRxJyooX,9/6/18 21:19,2,Make it free and add other practice versions to all questions. Also make the system a bit smarter on identifying answers that are a bit off due to brackets and other small errors.,1
R_PtvKz1qn1YFAfXX,11/29/20 16:35,3,"make it free, haha. Im poor and in college, plz help me",1
R_czRZUmzCAiaWJJT,11/7/18 14:22,5,Make it more affordable.,1
R_1gShpLNVV45MRVK,11/8/18 20:33,7,Make it more clear on how to access bonus resources such as Product1. Is it possible to include Study.com with the subscription too?,1
R_80Nm6W9GraX5gtj,11/29/18 14:20,6,"make it over all better, cheaper, guarantee answer or online free tutor, log in easy and accessible ",1
R_3KvFbvZCWNjBiIJ,2/6/19 19:05,4,MAKE IT PHONE ACCESSIBLE ,1
R_1fm6YSJ0XHofCHY,9/26/18 22:37,5,"MAKE IT SIMPLER, This is the most tedious website/system i've encountered in a hot minute. you should heavily consider changing it.",1
R_2fprHQYUA6GJpUW,10/26/18 16:34,10,make it so you can login to the dashboard,1
R_r9f9t0KX7IA6Xnj,2/15/19 0:12,2,Make it work with google chrome or lower the price. This is ridiculous.,1
R_2zLPxKnTMfCGnvw,2/6/19 22:21,3,make more book options,1
R_2OIUJYxJFcxTy7T,1/14/19 11:42,10,make powerpoint able to do a full screen and able to take notes on the side,1
R_T1823gwtkH8sfGV,2/11/19 18:10,1,Make product2 Cheaper,1
R_29c7EbJ6kCKMS74,12/6/18 9:26,6,"Make publisher1 cheaper, or to have it eternity with a purchase that cost the same amount to rent for one year.",1
R_1Nz8I97E1GPIJK2,2/18/19 15:22,8,"make so we can navigate the textbooks using the arrow keys if possible. its bothersome to only be able to use the mouse to navigate the reading materials
",1
R_8q5jpdcl2z5nIPv,2/26/19 12:48,9,"Make the app more user friendly on the kindle (can't view images within eBook, seems to cut off portions of the image).",1
R_3Rw5nC5veNVISsE,3/22/21 7:11,7,"'-Make the HW printable without all of the extra point information. Just the problems.-why do I have to keep going to the homepage to log in (sounds dumb, but I keep getting error messages on the login page unless I redirect to the homepage first) -the size of the text in relation to the problems is messy",1
R_DAHgEyxDeG0xiCJ,2/25/19 23:48,7,"Make the ideal answers for platform2 a little more flexible, specifically the syntax rules for the input answer.",1
R_1Olht2JQHqJCiI2,11/7/18 15:14,4,Make the inactivity longer. It's frustrating having to sign in every single time. Site crashes a lot. ,1
R_DtPI5aDCSZLgvYd,2/13/19 11:42,8,"Make the link between the Product1 website and yours easier to find and it would be great to have a link directly to Product1 from the publisher1website that links your benefits, instead of having to jump through hoops to set up an account only to find the pricing things don't match.",1
R_116fUDiG8CQ80c2,10/2/18 12:52,1,MAKE THE PRICES GO DOWN FOR ALL YOUR BOOKS AND ACCESS CODES. NO ONE HAS THIS MUCH EXTRA MONEY TO BE WASTING ON TOP OF PAYING TUITION & FEES. SORRY FOR MY DOODOO LANGUAGE EARLIER BUT publisher1 REALLY HAS ME BENT. $130 FOR SOMETHING I'M USING FOR 4 MONTHS?? THAT IS THE DICTIONARY DEFINITION OF HIGHWAY ROBBERY.,1
R_3OrdtIS2pwXtwjh,2/14/19 18:30,10,Make the sign up for free days a bit more noticeable. The online videos and flash cards helped me a great deal and the price is worth it. Thanks!,1
R_26gA0ECxLTvFxPz,10/21/18 21:35,4,MAKE THE SITE USER FRIENDLY!!!!,1
R_3NVePPKlpBwuPsc,10/22/18 1:33,2,"Make the website actually load so I can do my homework. Make the log out time longer, it is hard logging in every 30 minutes when I am trying to do my homework. ",1
R_1gvGVwq4J17cg3O,10/4/18 13:03,6,"make the website easier to navigate
it takes too many clicks to get to the material",1
R_sBVGMQtCCa4UYE1,11/29/18 19:25,10,"Make things way easier for me, compared to how publisher1 use to be.",1
R_3EQKFkQEjUk60rv,12/5/18 12:30,1,Make this easier and not a hassle i dont have time for all the headache this website has caused,1
R_1mP2ZWsHCSeKLXC,4/5/20 17:15,1,make your website more user friendly. get better connectivity to virtual machines. It takes me double the time to complete assignments because nothing ever works correctly. ,1
R_1gT4g7vRwzFZdKU,9/26/19 3:06,7,makes due dates difficult,1
R_2QAu0FTJnZfMaja,4/8/20 6:28,10,Makes learning easier,1
R_12tXq5VH4YxfVjJ,10/2/20 16:52,10,makes learning simply and easy... ,1
R_2BrL9Rch6SJj9Hc,5/5/19 11:25,10,Makes my online classes more convenient.,1
R_1ffSWrBLOEny2Z9,3/10/19 11:20,10,makes sense for the amount of classes im taking,3
R_0vVnhHXeUXC9D4B,10/3/20 16:51,10,makes using and renting books much easier and cheaper,1
R_1Cd3hYg9qKyRy6A,12/1/20 22:10,7,Maneuvering around the site should have less steps. ,1
R_r1NSK58EpcCZyUh,4/25/19 10:16,7,Many assignments in my books are totally redunant,1
R_1GTAvb9m3Vz3HiZ,3/28/20 16:26,3,Many bugs and issues,1
R_2rx5HTREOLMepD4,10/3/20 21:35,1,"many errors, test and quiz questions/answers do not line up with the chapters",1
R_2cqfPm57YQJhbhg,12/11/18 11:29,2,Many glitches and an unclear website.,3
R_2f0SV0IspDUcOgb,5/1/19 18:38,6,Many grammatical and formatting errors ,1
R_1dEyBx0dPGbjnZ9,4/6/21 9:26,4,Many issues,1
R_DbFwsf0Bxulblp7,12/2/18 11:05,3,"many issues, and expensive price",2
R_XGQda08ixkIv7jP,4/20/20 0:04,3,Many of the books I would like to explore require course codes. This limitation of the product is not advertised.,1
R_1P4TQ9Ip7IHMWH1,1/30/19 9:44,6,Many of the people in our class were having issues signing up for the class even with the instructors help.,2
R_3sjBRrFZfkErNxW,2/8/20 18:31,2,many of the test questions rely on opinion instead of text.  your 'book' is hard to read.  it requires too much keyboard activity.  the text is too wordy.  i thought we are not paid by the word.,1
R_33d2XNFAizkp71M,10/1/20 2:52,8,Many practices,1
R_12zCBSURe8y66iS,4/13/20 14:25,7,many problems are manageable and its easy to understand what solution the system is looking for but I still struggle with a lot of problems and require help from systems such as Product1,1
R_2f7ABf7Ojsm2Pzj,9/3/20 13:17,1,"many students are having trouble, with this system.",1
R_BqYZbFa0jHlk55n,4/6/21 9:55,4,"Many surveys, no action taken; many related tools but core product is buggy; web reading needs to sync with phone reading and highlights; need a citation manager my MyBib;",1
R_33xKSp5QJbVmRrB,9/26/20 15:43,4,"Many things are not intuitive. There is a lot of back-and-forth to achieve things. There is the ""product2"" and then there is the ""platform2,"" which are kind of the same thing but they are not. even buying the product was confusing. I was  never sure that I bought the correct thing. Then there are some things that some times do not work, like the highlighted stuff, which quite often come out blank.",1
R_2TZ41RjeskbsHex,4/16/20 20:15,4,"Many times I search for the textbook I want, but you don't have it. ",1
R_3rSyqAKQyRTjbI6,3/10/19 18:11,4,Many times the diagrams do not show up in the online text book. Pretty detrimental to studying. ,1
R_1kYsHzxFflen6Hi,10/4/20 15:09,6,"Many times the entire chapter contents wonâ€™t load, or it freezes up on me.",1
R_22nTJayNpyqXVv9,10/22/18 9:30,2,Many times when signing in it will not allow me to .,2
R_1LjLkkfMqeeqlud,9/11/20 19:03,3,Marks correct answers wrong some solutions given when you check them dont add up to the correct answer given by platform3.,1
R_ewH9yjZhYKYp9zb,10/7/19 17:15,1,mastery assignments are ridiculous,1
R_1o55UMXfouWCJ2J,10/17/18 11:56,7,Matching the class book that I wanted to rent.,4
R_2sXe3CmXsmk3bxJ,12/10/18 23:50,5,material could be better organized and easier to find,1
R_bpA9SLyjwlVvjzP,4/16/20 22:19,8,material -easy going for reading and using,1
R_2Ww22I8ghnpvSHq,9/24/20 13:24,9,"material is easy to find, but hard to locate certain readings  ",1
R_2AZvkWbKDNZRV26,3/3/19 18:18,4,material offered by publisher1 still requires payment,4
R_1JWKsoP3QCAOUNy,3/18/19 10:53,9,"materials are easy to follow, informative and complete.  great product!",1
R_2D8NbqbUN3U6xM0,10/17/18 8:39,7,"Math problems are slow to render, particularly on the platform1 app.",4
R_2SidR9vY66Hwch5,11/13/20 23:24,7,Math problems could do better explaining answers in detail on a quiz to help understand better.,1
R_4MVR8XcTOMVqd5T,10/31/18 6:08,3,"Math related questions always have inconsistent rounding, sometimes different than what it actually asks for.",2
R_1Cr66jQiR5MnL9m,2/13/19 8:22,10,Maybe add the quiz feature online. I like that I can use that feature on my phone however I would like to see that added to the online options.,1
R_1IYlGfCfplzjxk6,1/12/19 22:31,10,Maybe explain to professors that students need the access code? Last semester one of my professors didn't send us a link until a week and a half into classes because they weren't sure about the process. It didn't hinder the in class activities but made homework difficult as we couldn't access it for that week and a half.,1
R_2UfoPt93OonW1Ck,4/1/19 3:38,9,"maybe my only complaint, I found unless the instructor provided a link it could be difficult locating or viewing a book",4
R_r3b2Yj7A5APJqqB,3/1/19 12:37,3,Maybe this isn't true for every class but there seems to be a lot of things in the platform2 courses that are not apart of the class syllabus.,4
R_3r263wEWMtRg3Hd,4/3/20 17:10,1,"Meaningless software, if it is not meant to be teaching. After doing all the hard work, it still gives you Zero for spelling mistake, or empty space.. then there is no meaning of using it. It is meant to teach student where student can and participate, but looks like, this publisher1 is design to give you a burden on student. Not to teach something. So disappointed !!!",1
R_3k4CFtw7PN6J7T3,12/13/18 1:26,5,media link does not work,3
R_3L4Kdaf4I383gRl,2/16/19 16:13,3,Meh,4
R_reT4SUNtiW6ZrEt,10/4/20 5:59,3,meh,1
R_z8MjTNdXXyrBOcF,9/25/19 11:45,2,Meh. Not a lot of expanlation for homework problems,1
R_2Ph5RSWqKO501WY,12/2/18 18:59,7,membership lengths and purchasing,1
R_3nNxxGKAs83a9kx,12/12/18 19:09,1,mental illness,1
R_vCdnGRG5N3sTMWJ,2/19/19 14:23,3,"Mentions access to Product1 study when choosing packages. I find out this is just a one month trial, which can be found online or a 7.99 hard copy rental for a textbook I already own. I don't use any of the other features. So I paid an extra $20 for a one month trial? Their subscription is $14.99. What a waste",2
R_3pbYj09ny1reyjy,3/16/20 22:36,10,Menu placement allows for convenient use.,5
R_1n25bdBNdMAwP2N,12/2/18 20:09,6,"Menus within publisher1 are very confusing, and still after months of using this software I am unable to confidently navigate it. Oftentimes the elements within the software do not load even on a reliable connection, forcing me to wait until a different point in time to complete my homework or find class material.",4
R_3lu0bbYnIA7nro5,9/29/20 18:58,2,Messy dashboard and clunky software,1
R_6mJTjGotjFjK9a1,3/24/21 2:15,7,"Microsoft Excell lessons suck, honestly. Idk what y'all could do better but this is not the best way to learn. Additionally, you caught me when I was having issues; I can't click on ""my home"" on my dashboard. I need to be able to go there so I can do a search for the chapter that I need to read (as per the teacher) which isn't unlocked yet... (as per the teacher... Our teacher kinda sucks.) Others were able to do it this way. I can't seem to. ",1
R_Urr6TsJuPTmFjJT,11/29/18 1:51,1,Mind-blowingly overpriced. Worst customer service I have ever experienced.,2
R_1E3UjdgSU2x53UA,3/14/19 23:12,5,MindCrap seems unnecessary when most activities are already in the book ,1
R_3m1AWh6gaBa4c5H,7/24/19 12:25,1,"Minimal, sometimes disjointed teaching requiring me to rely on YouTube and Khan Academy for my education.  Combined with micro-transactions in the homework assignments make this not only garbage quality education, but downright unethical.  Every person who approved this dumpster fire should lose their jobs, and a class action lawsuit should be filed.",1
R_6tagZztbEKylCaB,1/30/20 18:23,2,"Misinformation about how to access my course, lack of real person to get help from with technological issues in timely fashion, cost of program, and having to order my book through publisher1 rather than having it before hand to aid in homework.",1
R_1IQJHCW9San3edQ,12/16/18 12:57,8,"Mislabeled purchase on local school store. Intended to buy an acesss code for a certain book, though ended up with the subscription.  ",3
R_3iJSJBeXPPVr2MN,12/3/18 5:43,2,Misleading  information when signing up,2
R_1CqmbNg9fZC00sR,4/5/20 21:37,1,"Misleading.  I'n not a current college student and I thought I would have access to the same resources that I had while working on my BS.  Had I know or that specifically called out, I wouldn't have signed up.",1
R_TbXCOPvEXdsrchb,1/28/19 15:15,8,"Mis-perceived what was stated. Easy to purchase publisher1, just highly inconvenient. It was difficult trying to purchase the book for the course. Thought I had read did I have trouble with purchasing ON publisher1.",3
R_DDdHkGSzoopEKwp,10/22/18 18:20,1,misrepresented not what i wanted and received no help after,3
R_qWlQbW4s489rrWN,4/23/19 13:23,8,Missing a book from one of my classes. Essentials of Family Therapy,1
R_1JQ5nT8IP5m7j0L,2/27/19 21:51,7,"Missing a print option for my Marketing class -- but other than that no complaints
",1
R_3s1f11ayIJcNJf7,3/25/20 21:34,10,mkkmkmkmkmkmkm,1
R_Q0oCdyUzj6T2vNT,3/27/20 0:51,8,mobile app accessibility and functionality ,1
R_Dwz1tUhyvUOVFvP,3/30/21 16:15,3,mobile app is beyond terrible,1
R_3IQMbgLu4DMp360,10/22/18 0:05,2,Mobile app is garbage,4
R_2zzNo0yS63PzecJ,3/15/21 14:44,7,Mobile app lacking,1
R_12b63kTx3CiVcFs,11/28/20 23:28,2,Mobile compatability is very poor. Audio clips from textbooks don't work consistently across platforms.,1
R_2TGfLyLLyA8yhOJ,10/18/18 14:07,4,"mobile/tablet usage, not able to highlighting information for study",3
R_1eRTbfQmwFHSTXk,9/29/20 19:37,4,Mobile-app is truly abhorent,1
R_DP4MdmIT0IIEq6l,9/30/20 9:03,6,Module studies show differently than what my computer shows when doing projects,1
R_2X5QtZCTHiPuGtM,3/26/19 14:03,2,"Modules are too repetitive and time consuming, site is not easy to navigate. ",1
R_1d0QMm247wWkTVY,2/4/19 13:59,7,money,4
R_2XboWY7omc3RQUG,10/23/18 13:02,7,money,3
R_RUfyjxwxSGLHIXf,11/18/18 18:05,2,money,2
